,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
900,Double bedroom in a 3-bedroom apartment near Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/58a0c2e17b58349280f2a6d288a4c9955d202b0bc305ae78cb2d20e4c405e23c/x-large.jpg,10.0,0,Double bedroom,1,3,1,300.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/392400,0,0,0,0,0,0,1,1,2,0,0,1,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Intendente,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0.0,0,1,0,1,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,1,0.0,0
901,Snug twin bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/7580283a512e52c30ef49dea35b45ef80e84b3f99562ce76527ef21f0da1a4f6/x-large.jpg,12.0,0,Twin bedroom,2,3,2,600.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413876,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Benfica,1,1,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,16.0,0,0,0,2,0,0,0,0.0,1
902,"Admirable twin bedroom with a private bathroom, near the Benfica train station",https://cdn-static-new.uniplaces.com/property-photos/00598657b20d6babacfeb7aea8a2c8d37ca10995b47ccee03f40e60769e8cc20/x-large.jpg,9.0,0,Twin bedroom,2,3,2,700.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413875,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Benfica,1,1,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,16.0,0,0,0,2,0,0,0,0.0,1
903,Ample triple bedroom near the Braço de Prata train station,https://cdn-static-new.uniplaces.com/property-photos/b60cdec5e85de2ce15e0d48aeb99434b3425b302730674583152c064a8445350/x-large.jpg,9.0,0,Multiple bedroom,3,3,1,1100.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413854,0,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,42.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,19.0,0,0,0,3,0,0,0,0.0,1
904,Welcoming twin ensuite bedroom close to Parque das Nações,https://cdn-static-new.uniplaces.com/property-photos/0647f3e19594d3f595902db6f474966221017b7bdeb4720ab77c473b0f20df27/x-large.jpg,8.0,0,Twin bedroom,2,3,1,950.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413853,0,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,16.0,1,0,0,2,0,0,0,0.0,1
905,Pleasant twin ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/a4c014644a84b7ad93263d4fbddcbf7b62712016619fe3e13b37962ac2cab829/x-large.jpg,7.0,0,Twin bedroom,2,4,0,800.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413909,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,12.0,,1,0,0,2,0,0,0,0.0,1
906,Charming double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/e6411b46b78ad894bef54faa154b6b467bb257e9953f80b804a8bc00905e83a3/x-large.jpg,8.0,0,Double bedroom,2,3,1,950.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413851,0,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,16.0,1,0,0,0,1,0,0,0.0,1
907,Very cool double ensuite bedroom in Estrela,https://cdn-static-new.uniplaces.com/property-photos/3bcebb8817a60cde8ec5aca572797507a56c514c24d1f3938dde1abd22d8b1f4/x-large.jpg,10.0,0,Double bedroom,2,2,1,850.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413903,0,0,0,1,1,1,0,0,1,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Estrela,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0.0,1
908,Homely double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/9a82fb00dbc96bc8e5954d2df0d0850a8425e70303c010fd806c9411c607ddbc/x-large.jpg,7.0,0,Double bedroom,2,4,0,800.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413907,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,12.0,,1,0,0,0,1,0,0,0.0,1
909,Neat double ensuite bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/8ecd1eba342e91222418756b579f4b3b83403ce0dd94cede8b09bd4bbe41f3f5/x-large.jpg,8.0,0,Double bedroom,2,3,2,800.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/413874,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Benfica,1,1,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,1,0,0,0,1,0,0,0.0,1
910,Bedroom with sofa bed in Parque das Nações,https://cdn-static-new.uniplaces.com/property-photos/a0e02bc86f0368146dca1ec37d437b71cc1cd3d7c295a6c386721e95e26ab632/x-large.jpg,9.0,0,Double bedroom,1,3,2,450.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/194544,0,0,0,1,1,2,1,1,2,0,1,1,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Parque das Nações,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,0,1,0,0,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,1,1,0.0,1
911,Bedroom with sofa bed in 3-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/8dc66c28a12b440b0b8af29a8db155afe14c49564687d7ad9b70ed0772798a22/x-large.jpg,9.0,0,Double bedroom,1,3,2,450.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/194543,0,0,0,1,1,2,1,1,2,0,1,1,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Parque das Nações,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.0,0,1,0,0,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,1,1,0.0,1
912,Elegant twin bedroom near Lisbon's main university campus,https://cdn-static-new.uniplaces.com/property-photos/4d88ce00da221f9aaa2940bdb160a92cdf4b025b80cce12a59f53102047eed9c/x-large.jpg,38.0,4,Twin bedroom,2,5,2,600.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/53005,0,0,0,1,0,2,0,0,4,1,0,0,Fortnightly,Included,Moderate,0.0,Daily,27.0,Entrecampos,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,2,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,250.0,,0,1,0,2,0,0,0,0.0,1
913,Fantastic double bedroom close to Faculdade de Belas-Artes da Universidade de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/b4999b1b8886808ba809d74d1cb471a266e405ff2f5b27a5465749a152938f06/x-large.jpg,12.0,3,Double bedroom,1,2,1,600.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/187837,0,0,0,0,1,1,0,0,1,0,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,27.0,Mouraria,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
914,NEW Spacious double bedroom near parque das nacoes,https://cdn-static-new.uniplaces.com/property-photos/2ae1ee2ce20c37177494947d701c6d00ec108dc133bd78a7afa9e6ae543962cd/x-large.jpg,10.0,5,Double bedroom,1,3,1,475.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/37032,1,0,0,0,0,1,0,0,2,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,120.0,Olivais,1,1,1,1,1,0,0,1,0,2,2,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0.0,0,1,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,1,0,0,0,0,0,0,0,75.0,10.0,0,1,1,0,1,1,0,0.0,1
915,"Multiple beds bedroom, with private bathroom in 8-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/c143dbcbce73f2c8c9fc6dd107d583e66a53ac795c07d3765fa7968832205a49/x-large.jpg,11.0,4,Twin bedroom,2,6,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/201029,0,0,0,1,1,1,1,1,0,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Picoas,1,1,1,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,2,0,0,0,0.0,1
916,Double bedroom in Penha de França available from 1 December 2020,https://cdn-static-new.uniplaces.com/property-photos/9c880cb507994804828502aa73557cb88a0880a4714464d3de89639f35989ea4/x-large.jpg,24.0,0,Double bedroom,2,4,1,330.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1046,1,0,1,1,0,1,0,0,3,1,0,1,Fortnightly,Included,Moderate,125.0,Not specified,27.0,Penha de França,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
917,Very neat double bedroom in Restelo,,30.0,0,Double bedroom,1,2,2,620.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/59372,1,0,0,1,0,1,1,1,2,1,1,2,Fortnightly,Some included,Moderate,0.0,Not specified,27.0,Restelo,1,1,0,0,0,0,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,1,0,1,60.0,1,0,1,0,1,0,1,0,,1,0,0,0,1,0,0,0,0,0,0,100.0,12.0,0,1,0,0,1,1,0,0.0,1
918,Double bedroom in Penha de França available from 1 December 2020,https://cdn-static-new.uniplaces.com/property-photos/9c880cb507994804828502aa73557cb88a0880a4714464d3de89639f35989ea4/x-large.jpg,24.0,0,Double bedroom,2,4,1,330.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/1046,1,0,1,1,0,1,0,0,3,1,0,1,Fortnightly,Included,Moderate,125.0,Not specified,27.0,Penha de França,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,0
919,Cool single bedroom near Fonte Luminosa,https://cdn-static-new.uniplaces.com/property-photos/99707d08f1b9fd0d561e61dbc90bbefc37ec844b2e2123fac863a61bbf4e799a/x-large.jpg,43.0,0,Single bedroom,1,7,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/331496,0,0,0,0,1,1,0,0,0,0,0,0,Monthly,Included,Moderate,0.0,Weekly,28.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
920,Bright single bedroom near Fonte Luminosa,https://cdn-static-new.uniplaces.com/property-photos/259495046fde9c77233f275f6607ff56bbe39a9ef68af452d14d8772af567766/x-large.jpg,47.0,0,Single bedroom,1,7,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/331498,0,0,0,0,1,1,1,1,0,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
921,Single bedroom in a 6-bedroom flat in Arroios,https://cdn-static-new.uniplaces.com/property-photos/55dd9b78005fa9fa55933d102460c91d3e6c6ab75bef5fc90aac32e28ffb8a07/x-large.jpg,20.0,5,Single bedroom,1,6,2,350.0,2022-05-16,https://www.uniplaces.com/accommodation/lisbon/49780,0,0,0,1,1,1,0,1,1,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,75.0,12.0,0,0,0,1,0,0,0,0.0,0
922,Amazing single bedroom near Fonte Luminosa,https://cdn-static-new.uniplaces.com/property-photos/766795c6010b06eacb1a6b1ed2b36031721eb1792789a4a5fa13db8941b4052c/x-large.jpg,45.0,0,Single bedroom,1,7,2,350.0,2022-07-11,https://www.uniplaces.com/accommodation/lisbon/331497,0,0,0,0,1,1,1,1,0,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
923,Charming single ensuite bedroom next to Instituto Superior de Educação e Ciências,https://cdn-static-new.uniplaces.com/property-photos/7d19f59c7ca973a61d6165b3392abb2109442deb7e0da4420d4e89afaae044d7/x-large.jpg,19.0,5,Single bedroom,1,4,1,360.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/64242,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Lumiar,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,1,1,0,0.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,106.0,12.0,1,0,0,1,0,1,0,0.0,0
924,Pleasant twin bedroom in Odivelas 5 min metro,https://cdn-static-new.uniplaces.com/property-photos/6512f4014e6b74b0c07496ef9b0887f9a45457745dd75222e319215656a347bc/x-large.jpg,27.0,0,Twin bedroom,2,4,1,225.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/419099,0,0,0,1,1,1,0,0,2,0,0,0,Fortnightly,Included,Moderate,225.0,Monthly,90.0,Unknown,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,1,0.0,0
925,Single bedroom not far from Instituto de Ciências Sociais da Universidade de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/06abd52ed7689d980ea895464d991ccc2a0a33e5aec4202e68acc74f95bc22aa/x-large.jpg,30.0,0,Single bedroom,1,2,1,370.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/255406,0,0,0,1,1,1,0,1,1,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Alvalade,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
926,Welcoming double bedroom in São Sebastião,https://cdn-static-new.uniplaces.com/property-photos/7c95100c87e9813680670bb2e4a2ea6e7e4adc061d79e5c58de4f49f037701a3/x-large.jpg,12.0,0,Double bedroom,1,10,3,430.0,2022-02-16,https://www.uniplaces.com/accommodation/lisbon/430195,0,0,0,1,1,1,0,1,0,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,São Sebastião,1,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0.0,0
927,Comfortable single bedroom near Cidade Universitária,https://cdn-static-new.uniplaces.com/property-photos/f686161369601f7790a944053d215653f357cd7aef978acee8a8263f84467f4f/x-large.jpg,52.0,5,Single bedroom,1,5,2,350.0,2022-02-28,https://www.uniplaces.com/accommodation/lisbon/29216,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,160.0,14.0,0,1,1,1,0,0,1,0.0,0
928,Nice single bedroom in Olaias,https://cdn-static-new.uniplaces.com/property-photos/012d45c7e1d9d5a114a4f8aafd5b38c2f768b074f96a59f9d443bca5e5f68e2a/x-large.jpg,2.0,0,Single bedroom,1,4,1,350.0,2022-06-16,https://www.uniplaces.com/accommodation/lisbon/404292,0,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Olaias,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
929,Welcoming single bedroom near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/1e59ac1b269d028405bdeaaf84720ea2f6ae8ce1328add993f7d84a369c7a20c/x-large.jpg,50.0,5,Single bedroom,1,5,2,350.0,2022-03-01,https://www.uniplaces.com/accommodation/lisbon/29217,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,160.0,12.0,0,1,1,1,0,0,1,0.0,0
930,"Single bedroom, with balcony, in 6-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/275bab8595628f11d85ca104bdb594a3192dfbad6b849bb0293cf2a851baf9ff/x-large.jpg,39.0,0,Single bedroom,1,6,2,380.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/56899,0,0,0,1,1,0,1,1,0,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,150.0,Alameda,1,1,1,0,0,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,10.0,,0,0,0,1,0,0,0,0.0,0
931,Bright bedroom for one person in the center of everything,https://cdn-static-new.uniplaces.com/property-photos/02a2a3f6cc3742def908f88fc40093272d2b484b4e078e8aea45c46bfdc16a6b/x-large.jpg,20.0,5,Double bedroom,1,4,1,390.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/228727,1,0,0,0,0,2,1,1,1,1,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,São Sebastião,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,100.0,,0,1,0,0,1,0,0,0.0,0
932,Twin bedroom in Alvalade,https://cdn-static-new.uniplaces.com/property-photos/6d4a2cb552fd4edb20ee17b0f7778e36f64bac0066ab2e05aecf9acf16a740a0/x-large.jpg,20.0,0,Twin bedroom,2,3,1,390.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/255401,0,0,0,1,1,1,0,1,2,0,0,0,Monthly,Included,Moderate,75.0,Weekly,28.0,Alvalade,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0.0,0
933,Snug double bedroom close to Marquês de Pombal metro station,https://cdn-static-new.uniplaces.com/property-photos/6600c85ae76c470f88e7a24330b70903a6fa3067bf18274a9df87c0b6a640646/x-large.jpg,16.0,5,Double bedroom,2,4,2,380.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/35026,0,0,0,1,0,2,1,1,3,1,0,1,Fortnightly,Included,Moderate,250.0,Weekly,120.0,Marquês de Pombal,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0.0,0,1,1,0,30.0,1,1,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,200.0,20.0,0,1,0,0,1,1,0,0.0,0
934,Very bright room near Universidade Autónoma de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/1c288f55c49fed2943ed2340747273b7dd2268e71a3fb1b7241cbb6c88836094/x-large.jpg,15.0,5,Single bedroom,1,9,3,375.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/120833,0,0,0,1,1,1,0,1,2,0,0,0,Monthly,Included,Moderate,0.0,Weekly,27.0,Arroios,1,1,1,0,0,1,0,0,0,3,3,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,50.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,15.0,12.0,0,0,0,1,0,0,0,0.0,0
935,Pleasant single room near ISCTE,https://cdn-static-new.uniplaces.com/property-photos/42e68718516eb4b6409f11095405e8324b52ad34632f29107ed7475518197d95/x-large.jpg,50.0,5,Single bedroom,1,5,2,350.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/138782,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,160.0,,0,1,1,1,0,0,1,0.0,0
936,Welcoming single bedroom near the Roma-Areeiro train station,https://cdn-static-new.uniplaces.com/property-photos/37efbd82bbe5ff628fb148ee6cd9b873259dd37ce4cde8258c08ca8a1a4cf9f9/x-large.jpg,54.0,5,Single bedroom,1,5,2,350.0,2022-06-15,https://www.uniplaces.com/accommodation/lisbon/172727,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,160.0,,0,1,1,1,0,0,1,0.0,0
937,"Single bedroom, with balcony, in 4-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/0921ccf35fd811db6742250cc2051d8211287c26d888dd7f3cb68018d3b726ad/x-large.jpg,51.0,5,Single bedroom,1,5,2,350.0,2022-06-15,https://www.uniplaces.com/accommodation/lisbon/29215,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,160.0,12.0,0,1,1,1,0,0,1,0.0,0
