,title,photo_url,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,availabilityStarts,url,allows_Occasional overnight guests,allows_Pets,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,n_Kitchens,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,"landlord_Female, 26-30 years old",landlord_Professional,landlord_Lives with family,landlord_Has pets,short_term_penalty_days,allows_Postgraduates,"landlord_Female, 40+ years old",allows_Full-time employees,allows_Female only,allows_Undergraduates,n_Dining Rooms,allows_Domestic students,allows_Male only,Requirements,allows_International students,"landlord_Female, 18-25 years old",landlord_Undergraduate student,"landlord_Male, 31-40 years old","landlord_Male, 40+ years old",Enclosed balcony,landlord_Female,"landlord_Female, 31-40 years old",landlord_Male,landlord_Postgraduate student,"landlord_Male, 18-25 years old",Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_wcs,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
862,Lovely double bedroom near Tagus Park,https://cdn-static-new.uniplaces.com/property-photos/c5e4a6db1f5dca298f41f0a164d9a4578ce194275e4295b2185920003c96085a/x-large.jpg,23.0,4,Double bedroom,1,2,1,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/11076,0,0,1,1,0,2,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Unknown,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,1,0,0,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,85.0,16.0,0,1,0,0,1,1,1,0.0,1
863,Lovely double bedroom near Tagus Park,https://cdn-static-new.uniplaces.com/property-photos/c5e4a6db1f5dca298f41f0a164d9a4578ce194275e4295b2185920003c96085a/x-large.jpg,23.0,4,Double bedroom,1,2,1,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/11076,0,0,1,1,0,2,1,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Unknown,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,1,0,0,0.0,1,1,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,85.0,16.0,0,1,0,0,1,1,1,0.0,1
864,Cosy twin bedroom close to Anjos metro,https://cdn-static-new.uniplaces.com/property-photos/41c840a520d7fc8d80bfa891d4443599579b34ae37ddf9f3594ce583fc5e5c9d/x-large.jpg,9.0,0,Twin bedroom,2,4,1,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/266670,0,0,1,0,0,1,0,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,60.0,Anjos,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0.0,1
865,"Double bedroom, with balcony, in 2-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/8d1dab1b63355e841af751c33ae8932c00516bde6cc12aec447334325aead794/x-large.jpg,8.0,0,Double bedroom,1,2,1,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/245765,0,0,0,1,1,1,0,0,2,1,0,1,Fortnightly,Some included,Moderate,0.0,Not specified,27.0,Unknown,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
866,Homely single bedroom in Arroios,https://cdn-static-new.uniplaces.com/property-photos/07a8c7259b995a9f21456daf6de872db03159c466da363ebcec1875cb4b69038/x-large.jpg,5.0,0,Single bedroom,1,3,1,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/170665,0,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Arroios,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,1
867,Comfy single bedroom in Arroios,https://cdn-static-new.uniplaces.com/property-photos/a9ac06045448d25d5f7fcbab3e2c7d3f07aa3961469daf70cba5125f43415816/x-large.jpg,13.0,5,Single bedroom,1,6,2,375.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/50324,0,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,Arroios,1,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,75.0,12.0,0,0,0,1,0,0,0,0.0,0
868,Single bedroom close to Alameda metro station,https://cdn-static-new.uniplaces.com/property-photos/e4b95732115a0dd97d705f4fcfd06ee42193182512bf2844d84558135148c88f/x-large.jpg,34.0,2,Single bedroom,1,6,2,375.0,2022-04-01,https://www.uniplaces.com/accommodation/lisbon/305751,0,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,Moderate,0.0,Not specified,28.0,Arroios,1,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
869,"Single bedroom in Alvalade, near Cidade Universitária",https://cdn-static-new.uniplaces.com/property-photos/874516707702ebe5b5ab92eb4466906b8bb23961cd7a9861907d32cf2853d674/x-large.jpg,26.0,0,Single bedroom,1,4,2,600.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/81860,0,0,0,1,0,2,0,0,4,1,1,2,Fortnightly,Not included,Moderate,0.0,Not specified,27.0,Alvalade,1,1,1,0,0,1,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,126.0,,0,1,0,1,0,1,1,0.0,1
870,Homely single bedroom in classic Estrela neighbourhood,https://cdn-static-new.uniplaces.com/property-photos/641aff4f5290ff7d96b1438a65f7f09a5a4e21665eafc861a6d2dab79980723f/x-large.jpg,12.0,0,Single bedroom,1,2,1,390.0,2022-02-01,https://www.uniplaces.com/accommodation/lisbon/436197,1,0,0,1,0,1,0,0,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,60.0,Estrela,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0.0,0
871,Bright double bedroom close to Parque da Paz train station,https://cdn-static-new.uniplaces.com/property-photos/a97715194e38fc20c4e4ccb8d21474b7e26a6b5df0ff13113b69caff42dbeee7/x-large.jpg,6.0,0,Double bedroom,1,3,1,360.0,2022-01-16,https://www.uniplaces.com/accommodation/lisbon/431996,0,1,0,0,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,0.0,Not specified,30.0,Almada,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,1,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,1,1,1,0.0,1
872,Airy double bedroom in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/aca3b504c061fe7d3851d98bf2b59503fbd51d54fd6a6c6d0f66f755d2f4d900/x-large.jpg,22.0,5,Double bedroom,1,20,5,450.0,2022-07-01,https://www.uniplaces.com/accommodation/lisbon/130095,0,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,Moderate,0.0,Weekly,27.0,Saldanha,1,1,0,0,0,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,50.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,400.0,,0,0,0,0,1,0,0,0.0,0
873,Shiny single bedroom close to Alvalade metro station,https://cdn-static-new.uniplaces.com/property-photos/859b645988a293ce7ed651db9bd93319f4173b6587f80c04ca5fd8930e3825a4/x-large.jpg,8.0,0,Single bedroom,1,2,1,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429786,0,0,1,0,0,1,0,0,3,1,0,1,Monthly,Some included,Moderate,0.0,Not specified,30.0,Alvalade,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,0,1,0,0,0.0,1,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,1,1,-500.0,1
874,"Single bedroom in a 3-bedroom family house, close to the sea, in Costa da Caparica",https://cdn-static-new.uniplaces.com/property-photos/7dd47a34e8757c081856e19b613b04bdd03dfdf0468d254e943a1eb83f84fd43/x-large.jpg,8.0,0,Single bedroom,1,3,2,400.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/431073,0,0,0,1,1,0,0,0,0,0,0,0,Fortnightly,Included,Moderate,0.0,Not specified,180.0,Unknown,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0.0,0,0,1,0,0.0,0,1,1,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0.0,1
875,Charming single bedroom close to Universidade de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/9e63392a8cda4175c8a8a8c0e4ff2c8585be3223cc2b9728fdb28e3ea40d3253/x-large.jpg,13.0,5,Single bedroom,1,4,1,350.0,2022-02-21,https://www.uniplaces.com/accommodation/lisbon/22886,1,0,0,1,0,1,0,0,2,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Entrecampos,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,12.0,,0,1,0,1,0,0,0,0.0,0
876,Pleasant double bedroom near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/5d582c0206435f9b7aafedb9bad596df5e54f3bf5ba3bc79739bfb784945861a/x-large.jpg,50.0,4,Single bedroom,1,5,3,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/164433,0,0,0,1,1,1,1,1,3,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,120.0,Roma-Areeiro,1,1,1,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,1
877,Nice double bedroom close to Cova da Piedade train station,https://cdn-static-new.uniplaces.com/property-photos/c291200c83a4fee3b9b8e26bbdc1b78fe4b0cec00a2cce7cd7ca1f5461ad6546/x-large.jpg,7.0,0,Double bedroom,1,3,1,380.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/431995,0,1,0,0,1,1,0,0,2,0,0,0,Monthly,Included,Moderate,0.0,Not specified,30.0,Almada,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,1,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,1,1,1,0.0,1
878,Really cool double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/6e908f826a46f42d203fffad955515bc0319317fc902c72db5c5b4c6aa4a4c6f/x-large.jpg,15.0,0,Double bedroom,1,6,2,575.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429486,1,0,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,Moderate,0.0,Not specified,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,9.0,0,1,0,0,1,0,0,287.0,1
879,Room 312 for two with A / C in a quiet and central area. Bed linen & WIFI included,https://cdn-static-new.uniplaces.com/property-photos/ee51d951e9cc84d7a3ecdd112e58222c7f6b1f547940fd7437b500a2fe21db0f/x-large.jpg,8.0,0,Twin bedroom,2,6,3,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/354478,0,0,0,1,1,1,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Entrecampos,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,180.0,,0,0,0,2,0,0,1,0.0,1
880,Spectacular double bedroom close to Alameda (Penha de França),https://cdn-static-new.uniplaces.com/property-photos/a8fb49af7e745cc6d5f1ff1f3b8e8e66c4349c90e24fac0e5af95c8cbcc8459c/x-large.jpg,20.0,0,Double bedroom,2,5,2,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/252251,0,0,1,0,0,1,0,1,2,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,60.0,Penha de França,1,1,0,0,0,0,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0.0,1
881,Double Bedroom in Villa near Beach and Garden,https://cdn-static-new.uniplaces.com/property-photos/4cdf00f10ccd72ff40ff71833e49060f9fc008df9664d12004a61af1d83a2909/x-large.jpg,11.0,0,Double bedroom,2,5,3,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/87081,1,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Estoril,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,300.0,,0,1,0,0,1,0,0,0.0,1
882,Nice double bedroom in Estoril,https://cdn-static-new.uniplaces.com/property-photos/efbdc78794e03369cd177dde70238c989218154f99bfb8a1493d29a0ec016eed/x-large.jpg,11.0,0,Double bedroom,2,5,3,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/87082,1,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Estoril,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,300.0,,0,1,0,0,1,0,0,0.0,1
883,Quarto com casa de banho privativa junto do Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/9f4715df876ad8761c3872c59afa1672273dc91f291694e86d25d613bfb8ae26/x-large.jpg,18.0,0,Double bedroom,2,3,1,500.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/400053,1,0,0,1,0,2,1,1,1,0,0,0,Fortnightly,Some included,Moderate,0.0,Not specified,90.0,Penha de França,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,0,0,0.0,1
884,Comfy single bedroom close to IST,https://cdn-static-new.uniplaces.com/property-photos/f76bd7fe3dec0338d4dd2c048960354113effe38ef148637ca49ba30286a32da/x-large.jpg,7.0,0,Single bedroom,1,5,2,400.0,2022-04-21,https://www.uniplaces.com/accommodation/lisbon/421499,0,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Monthly,90.0,Alameda,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0.0,1,0,0,1,1,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,1,0.0,0
885,Nice double ensuite bedroom in a 6-bedroom house in sunny Estoril,https://cdn-static-new.uniplaces.com/property-photos/c2309987c65051943ff32c61f0688e4a481b4d84941702593450c70eea9c7001/x-large.jpg,9.0,0,Double bedroom,2,6,1,470.0,2022-06-16,https://www.uniplaces.com/accommodation/lisbon/436593,1,0,0,1,0,0,0,0,3,1,0,0,Fortnightly,Included,Moderate,150.0,Not specified,90.0,Estoril,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,280.0,,1,1,0,0,1,0,0,0.0,0
886,Quato de casal nas Amoreiras,,11.0,0,Double bedroom,2,7,2,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/237915,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Not specified,27.0,Unknown,1,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
887,Quarto Twin - Campolide/Amoreiras,https://cdn-static-new.uniplaces.com/property-photos/8abd6495210d6cc77db976afc690e77d72a5818d1b8a11157b092a2eaf04963d/x-large.jpg,26.0,0,Twin bedroom,2,7,2,550.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/156259,0,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,Moderate,0.0,Daily,27.0,Unknown,1,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,2,0,0,0,0.0,1
888,Appealing single bedroom near IST,https://cdn-static-new.uniplaces.com/property-photos/7d3447b5b61aa80d8869cc37e3f6830f0e1816dee361bb3474aba0ed3379e98c/x-large.jpg,11.0,0,Single bedroom,1,10,3,420.0,2022-02-16,https://www.uniplaces.com/accommodation/lisbon/430196,0,0,0,1,1,1,0,1,0,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,São Sebastião,1,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
889,"Sublime single bedroom in a 10-bedroom flat, near Faculdade de Ciências Sociais e Humanas",https://cdn-static-new.uniplaces.com/property-photos/54502cdb402d137f545d37a683b6b7f681404405d517892cc2383df601eeb38a/x-large.jpg,11.0,0,Single bedroom,1,10,3,420.0,2022-02-16,https://www.uniplaces.com/accommodation/lisbon/430176,0,0,0,1,1,1,0,1,0,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,São Sebastião,1,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0.0,0
890,Pleasant double bedroom in Odivelas,https://cdn-static-new.uniplaces.com/property-photos/a92adf85a6d9c81cc1299b2f22da813e1d063a5ee1940c2358b96994ce96db0a/x-large.jpg,15.0,0,Double bedroom,2,3,2,450.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/428281,0,0,0,1,0,1,0,0,2,1,0,0,Fortnightly,Some included,Moderate,75.0,Not specified,90.0,Unknown,1,1,1,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0.0,1
891,Bright double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/b81659868eb862122f35553a33b7940a08028951522ac5b93d44bcef28e89f3d/x-large.jpg,15.0,0,Double bedroom,1,6,2,625.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429476,1,0,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,10.0,0,1,0,0,1,0,0,312.0,1
892,Great double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/96276d9f08459f36d6c8db8fae470af872f5b59a2ab919202e93da431af928db/x-large.jpg,6.0,0,Double bedroom,2,4,0,750.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/427876,0,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,27.0,Parque das Nações,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,12.0,,1,0,0,0,1,0,0,0.0,1
893,"Multiple beds bedroom, with private bathroom, in 3-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/c76f8b92675a407d5a34724ba5bd423f3887bd29d4e8a097fdf744812d5f430c/x-large.jpg,7.0,0,Twin bedroom,2,4,0,750.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/427860,0,0,0,1,1,1,0,1,1,0,0,0,Fortnightly,Included,Moderate,0.0,Weekly,30.0,Parque das Nações,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,12.0,,1,0,0,2,0,0,0,0.0,1
894,"Wonderful double bedroom in a student flat, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/d43265e15702350579c558f95a4b4e4014515a963734c229cb26b78d5fc93937/x-large.jpg,12.0,0,Double bedroom,1,6,2,640.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429480,1,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,0,0,0,0,1,0,0,320.0,1
895,Snug double bedroom in well-linked Picoas,https://cdn-static-new.uniplaces.com/property-photos/7d20a441ad008352c92ce17ab5e9abb000922208e17e2dc5b9e04eb2cb7f29ca/x-large.jpg,13.0,0,Double bedroom,1,6,2,640.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429474,1,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,10.0,0,0,0,0,1,0,0,320.0,1
896,Attractive double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/809bdedc58e3217c292091d5b0d8e9b75ced9539cb91905fc894449005a91391/x-large.jpg,14.0,0,Double bedroom,1,6,2,640.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429473,1,0,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,0,1,0,0,1,0,0,320.0,1
897,"Elegant double bedroom with a balcony, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/0e42e75a13cdaefdccc9ef974bb06dda7140ef0e7e8932e2a5099de14541d483/x-large.jpg,14.0,0,Double bedroom,1,6,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429478,1,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,0,0,0,0,1,0,0,325.0,1
898,Cute double bedroom in trendy Picoas,https://cdn-static-new.uniplaces.com/property-photos/13bd4a6efc1325968ff9100af67bdfb6bf2b8e09c96139c3ba9dfb9ea7292904/x-large.jpg,14.0,0,Double bedroom,1,6,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429477,1,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,0,0,0,0,1,0,0,325.0,1
899,"Tasteful double bedroom with a balcony, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/64809d6e373e62f32d22c21bfe364ebdfd6098c1a8ee68e0af49b2e926ebb81a/x-large.jpg,14.0,0,Double bedroom,1,6,2,650.0,2022-01-12,https://www.uniplaces.com/accommodation/lisbon/429475,1,0,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,Moderate,0.0,Weekly,90.0,Picoas,1,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0.0,1,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,15.0,0,0,0,0,1,0,0,325.0,1
