,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
864,Cosy twin bedroom close to Anjos metro,https://cdn-static-new.uniplaces.com/property-photos/41c840a520d7fc8d80bfa891d4443599579b34ae37ddf9f3594ce583fc5e5c9d/x-large.jpg,9,0,0,Twin bedroom,Up to 2 people,4-bedroom apartment,1 Bathroom,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/266670,False,False,True,,False,False,1,False,True,2,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,60 nights,Anjos,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,"Double bedroom, with balcony, in 2-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/8d1dab1b63355e841af751c33ae8932c00516bde6cc12aec447334325aead794/x-large.jpg,8,0,0,Double bedroom,1 person,2-bedroom apartment,1 Bathroom,400,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/245765,False,False,False,True,True,True,1,,,2,1,,1,Fortnightly,Some included,Moderate,Equal to first rent,,None,27 nights,Unknown,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1,1,1,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Homely single bedroom in Arroios,https://cdn-static-new.uniplaces.com/property-photos/07a8c7259b995a9f21456daf6de872db03159c466da363ebcec1875cb4b69038/x-large.jpg,5,0,0,Single bedroom,1 person,3-bedroom apartment,1 Bathroom,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/170665,False,False,False,,True,True,0,True,True,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,None,90 nights,Arroios,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,1,1,0,1.0,1.0,1.0,1.0,,,,,,,False,,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Comfy single bedroom in Arroios,https://cdn-static-new.uniplaces.com/property-photos/a9ac06045448d25d5f7fcbab3e2c7d3f07aa3961469daf70cba5125f43415816/x-large.jpg,13,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""af354e32-03c6-46b3-914e-83250ae2d49c"")>",Single bedroom,1 person,6-bedroom apartment,2 bathrooms,375,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/50324,False,False,False,,True,True,1,True,True,1,False,False,1,Monthly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Arroios,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,,2,2,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,False,False,False,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Single bedroom close to Alameda metro station,https://cdn-static-new.uniplaces.com/property-photos/e4b95732115a0dd97d705f4fcfd06ee42193182512bf2844d84558135148c88f/x-large.jpg,34,2,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""64294648-ffd9-4f00-b252-74a853220d4c"")>",Single bedroom,1 person,6-bedroom apartment,2 bathrooms,375,EUR,Fri Apr 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/305751,False,False,False,,True,True,1,,,0,False,False,False,Monthly,Included,Moderate,Equal to first rent,,Not specified,28 nights,Arroios,2.0,1.0,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,True,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"Single bedroom in Alvalade, near Cidade Universitária",https://cdn-static-new.uniplaces.com/property-photos/874516707702ebe5b5ab92eb4466906b8bb23961cd7a9861907d32cf2853d674/x-large.jpg,26,0,0,Single bedroom,1 person,4-bedroom apartment,1 Bathroom,600,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/81860,False,False,False,,True,0,2,,,4,1,1,2,Fortnightly,Not included,Moderate,Equal to first rent,,Not specified,27 nights,Alvalade,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,True,True,0.0,1.0,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Homely single bedroom in classic Estrela neighbourhood,https://cdn-static-new.uniplaces.com/property-photos/641aff4f5290ff7d96b1438a65f7f09a5a4e21665eafc861a6d2dab79980723f/x-large.jpg,12,0,0,Single bedroom,1 person,2-bedroom apartment,1 Bathroom,390,EUR,Tue Feb 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/436197,True,False,False,,True,0,1,,,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,None,60 nights,Estrela,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,False,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Bright double bedroom close to Parque da Paz train station,https://cdn-static-new.uniplaces.com/property-photos/a97715194e38fc20c4e4ccb8d21474b7e26a6b5df0ff13113b69caff42dbeee7/x-large.jpg,6,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,360,EUR,Sun Jan 16 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/431996,False,True,False,True,,True,1,,,2,False,False,,Monthly,Included,Moderate,Equal to first rent,,None,30 nights,Almada,1.0,1.0,,1.0,1.0,,,,0.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
872,Airy double bedroom in Saldanha,https://cdn-static-new.uniplaces.com/property-photos/aca3b504c061fe7d3851d98bf2b59503fbd51d54fd6a6c6d0f66f755d2f4d900/x-large.jpg,22,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""afa08dff-f566-449e-966a-9ce55ded33f6"")>",Double bedroom,1 person,20-bedroom apartment,5 bathrooms,450,EUR,Fri Jul 01 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/130095,False,False,False,True,True,True,1,True,True,1,False,False,True,Monthly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Saldanha,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,€50/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Shiny single bedroom close to Alvalade metro station,https://cdn-static-new.uniplaces.com/property-photos/859b645988a293ce7ed651db9bd93319f4173b6587f80c04ca5fd8930e3825a4/x-large.jpg,8,0,0,Single bedroom,1 person,2-bedroom apartment,1 Bathroom,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429786,False,False,True,,,0,True,,,3,1,False,1,Monthly,Some included,Moderate,,,Not specified,30 nights,Alvalade,1.0,1.0,1.0,,1.0,,0.0,,,0.0,,1,1,0,1,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€50,,,,,
874,"Single bedroom in a 3-bedroom family house, close to the sea, in Costa da Caparica",https://cdn-static-new.uniplaces.com/property-photos/7dd47a34e8757c081856e19b613b04bdd03dfdf0468d254e943a1eb83f84fd43/x-large.jpg,8,0,0,Single bedroom,1 person,3-bedroom house,2 bathrooms,400,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/431073,False,False,False,,True,True,False,,,0,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,None,180 nights,Unknown,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,False,True,True,,1.0,True,,,,,True,,,,,False,,,True,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Charming single bedroom close to Universidade de Lisboa,https://cdn-static-new.uniplaces.com/property-photos/9e63392a8cda4175c8a8a8c0e4ff2c8585be3223cc2b9728fdb28e3ea40d3253/x-large.jpg,13,5,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""7a66d7ea-6924-4a08-8a02-ec64953d35a3"")>",Single bedroom,1 person,4-bedroom apartment,1 Bathroom,350,EUR,Mon Feb 21 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/22886,True,False,False,,True,0,1,False,False,2,0,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,90 nights,Entrecampos,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Pleasant double bedroom near Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/5d582c0206435f9b7aafedb9bad596df5e54f3bf5ba3bc79739bfb784945861a/x-large.jpg,50,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""065fd8b5-b0d2-487b-bc75-0c06907faba0"")>",Single bedroom,1 person,5-bedroom apartment,3 bathrooms,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/164433,False,False,False,,True,True,1,True,True,3,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,120 nights,Roma-Areeiro,3.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Nice double bedroom close to Cova da Piedade train station,https://cdn-static-new.uniplaces.com/property-photos/c291200c83a4fee3b9b8e26bbdc1b78fe4b0cec00a2cce7cd7ca1f5461ad6546/x-large.jpg,7,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,380,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/431995,False,True,False,True,False,True,1,,,2,False,False,,Monthly,Included,Moderate,Equal to first rent,,None,30 nights,Almada,1.0,1.0,,1.0,1.0,,,,0.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
878,Really cool double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/6e908f826a46f42d203fffad955515bc0319317fc902c72db5c5b4c6aa4a4c6f/x-large.jpg,15,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,575,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429486,True,False,False,True,True,0,0,True,True,2,1,0,1,Fortnightly,Included,Moderate,€862,,None,90 nights,Picoas,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Room 312 for two with A / C in a quiet and central area. Bed linen & WIFI included,https://cdn-static-new.uniplaces.com/property-photos/ee51d951e9cc84d7a3ecdd112e58222c7f6b1f547940fd7437b500a2fe21db0f/x-large.jpg,8,0,0,Twin bedroom,Up to 2 people,6-bedroom apartment,3 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/354478,False,False,False,,True,True,1,True,True,2,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Entrecampos,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,False,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Spectacular double bedroom close to Alameda (Penha de França),https://cdn-static-new.uniplaces.com/property-photos/a8fb49af7e745cc6d5f1ff1f3b8e8e66c4349c90e24fac0e5af95c8cbcc8459c/x-large.jpg,20,0,0,Double bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/252251,False,False,True,True,False,False,1,False,True,2,True,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,60 nights,Penha de França,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Double Bedroom in Villa near Beach and Garden,https://cdn-static-new.uniplaces.com/property-photos/4cdf00f10ccd72ff40ff71833e49060f9fc008df9664d12004a61af1d83a2909/x-large.jpg,11,0,0,Double bedroom,Up to 2 people,5-bedroom house,3 bathrooms,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/87081,True,False,False,True,True,0,1,True,True,3,1,0,0,Fortnightly,Some included,Moderate,Equal to first rent,,None,90 nights,Estoril,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,False,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
882,Nice double bedroom in Estoril,https://cdn-static-new.uniplaces.com/property-photos/efbdc78794e03369cd177dde70238c989218154f99bfb8a1493d29a0ec016eed/x-large.jpg,11,0,0,Double bedroom,Up to 2 people,5-bedroom house,3 bathrooms,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/87082,True,False,False,True,True,0,1,True,True,3,1,0,0,Fortnightly,Some included,Moderate,Equal to first rent,,None,90 nights,Estoril,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,False,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
883,Quarto com casa de banho privativa junto do Instituto Superior Técnico,https://cdn-static-new.uniplaces.com/property-photos/9f4715df876ad8761c3872c59afa1672273dc91f291694e86d25d613bfb8ae26/x-large.jpg,18,0,0,Double bedroom,Private bathroom,Up to 2 people,3-bedroom apartment,500,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/400053,True,False,False,True,True,0,2,True,True,1,0,0,0,Fortnightly,Some included,Moderate,Equal to first rent,,Not specified,90 nights,Penha de França,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,False,0.0,0.0,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Comfy single bedroom close to IST,https://cdn-static-new.uniplaces.com/property-photos/f76bd7fe3dec0338d4dd2c048960354113effe38ef148637ca49ba30286a32da/x-large.jpg,7,0,0,Single bedroom,1 person,5-bedroom apartment,2 bathrooms,400,EUR,Thu Apr 21 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/421499,False,False,False,,True,True,0,True,True,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Monthly,90 nights,Alameda,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,True,,,,,True,,,,,,,,,,,,,,,,,,,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Nice double ensuite bedroom in a 6-bedroom house in sunny Estoril,https://cdn-static-new.uniplaces.com/property-photos/c2309987c65051943ff32c61f0688e4a481b4d84941702593450c70eea9c7001/x-large.jpg,9,0,0,Double bedroom,Private bathroom,Up to 2 people,6-bedroom house,470,EUR,Thu Jun 16 2022 00:00:00 GMT+0100,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/436593,True,False,False,True,True,0,0,,,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,€150/month,None,90 nights,Estoril,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,False,False,0.0,1.0,,,,,,,,,,,,,,,,,True,True,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Quato de casal nas Amoreiras,,11,0,0,Double bedroom,Up to 2 people,7-bedroom apartment,2 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/237915,False,False,False,True,True,0,1,True,True,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Not specified,27 nights,Unknown,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Quarto Twin - Campolide/Amoreiras,https://cdn-static-new.uniplaces.com/property-photos/8abd6495210d6cc77db976afc690e77d72a5818d1b8a11157b092a2eaf04963d/x-large.jpg,26,0,0,Twin bedroom,Up to 2 people,7-bedroom apartment,2 bathrooms,550,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/156259,False,False,False,,True,0,1,True,True,3,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Daily,27 nights,Unknown,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
