,title,photo_url,n_thumbnails,rating,n_reviews,type,n_people,n_bedrooms,n_bathrooms,price,priceCurrency,availabilityStarts,availability,url,Occasional overnight guests,Pets,Smoking,1 Double bed,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Cancellation policy,Security deposit,Extra per tenant,Cleaning Frequency,Minimum stay,neighboorhood,n_Bathrooms,n_Kitchens,n_Living rooms,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,1 Single bed,Admin fee,Floor plan - 100 m2,"Female, 26-30 years old",Professional,Lives with family,Has pets,Bedroom area 8m 2,Short term penalty,Floor plan - 20 m2,Postgraduates,Floor plan - 110 m2,Bedroom area 10m 2,"Female, 40+ years old",Floor plan - 220 m2,Floor plan - 25 m2,Private bathroom,Bathroom,Bedroom area 1m 2,Floor plan - 105 m2,Floor plan - 5 m2,Floor plan - 4 m2,Floor plan - 13 m2,2 Single beds,Full-time employees,Floor plan - 8 m2,Floor plan - 15 m2,Bedroom area 25m 2,Female only,Bedroom area 9m 2,n_WCs,Floor plan - 10 m2,Undergraduates,Floor plan - 240 m2,Bedroom area 20m 2,Bedroom area 26m 2,Floor plan - 12 m2,Bedroom area 14m 2,n_Dining Rooms,Floor plan - 90 m2,Bedroom area 13m 2,Bedroom area 24m 2,Bedroom area 12m 2,Floor plan - 82 m2,Floor plan - 6 m2,Bedroom area 21m 2,Bedroom area 11m 2,Floor plan - 9 m2,Floor plan - 135 m2,Floor plan - 150 m2,Domestic students,Floor plan - 325 m2,Bedroom area 19m 2,The landlord didn’t provide any amenities for the Bathroom.,Floor plan - 280 m2,Floor plan - 40 m2,Bedroom area 18m 2,Floor plan - 160 m2,Floor plan - 14 m2,Floor plan - 18 m2,Floor plan - 85 m2,Male only,Requirements,n_Bathroom No photoss,Bedroom area 17m 2,Bedroom area 15m 2,Floor plan - 165 m2,Floor plan - 16 m2,International students,Floor plan - 400 m2,"Female, 18-25 years old",Undergraduate student,Floor plan - 126 m2,Floor plan - 30 m2,"Male, 31-40 years old",Floor plan - 75 m2,Floor plan - 120 m2,"Male, 40+ years old",Floor plan - 76 m2,Floor plan - 180 m2,Floor plan - 48 m2,Bedroom area 16m 2,n_Living room No photoss,Floor plan - 50 m2,Floor plan - 70 m2,Bedroom area 3m 2,Floor plan - 104 m2,Floor plan - 210 m2,Enclosed balcony,Floor plan - 98 m2,Female,Floor plan - 170 m2,Bedroom area 7m 2,Floor plan - 7 m2,Bedroom area 22m 2,Floor plan - 96 m2,Floor plan - 140 m2,Floor plan - 55 m2,Floor plan - 95 m2,Bedroom area 6m 2,Floor plan - 200 m2,Floor plan - 60 m2,Floor plan - 11 m2,n_WC No photoss,Floor plan - 130 m2,Bedroom area 32m 2,"Female, 31-40 years old",Male,Floor plan - 350 m2,Floor plan - 35 m2,2 Double beds,Floor plan - 190 m2,Postgraduate student,Floor plan - 21 m2,Bedroom area 30m 2,"Male, 18-25 years old",4 Single beds,Floor plan - 65 m2,Floor plan - 17 m2,Holding deposit,Floor plan - 300 m2,3 Single beds,Floor plan - 250 m2,Floor plan - 106 m2,Floor plan - 2 m2
888,Appealing single bedroom near IST,https://cdn-static-new.uniplaces.com/property-photos/7d3447b5b61aa80d8869cc37e3f6830f0e1816dee361bb3474aba0ed3379e98c/x-large.jpg,11,0,0,Single bedroom,1 person,10-bedroom apartment,3 bathrooms,420,EUR,Wed Feb 16 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/430196,False,False,False,,True,True,1,,True,0,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,90 nights,São Sebastião,3.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"Sublime single bedroom in a 10-bedroom flat, near Faculdade de Ciências Sociais e Humanas",https://cdn-static-new.uniplaces.com/property-photos/54502cdb402d137f545d37a683b6b7f681404405d517892cc2383df601eeb38a/x-large.jpg,11,0,0,Single bedroom,1 person,10-bedroom apartment,3 bathrooms,420,EUR,Wed Feb 16 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/430176,False,False,False,,True,True,1,,True,0,False,False,1,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,90 nights,São Sebastião,3.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,False,True,True,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Pleasant double bedroom in Odivelas,https://cdn-static-new.uniplaces.com/property-photos/a92adf85a6d9c81cc1299b2f22da813e1d063a5ee1940c2358b96994ce96db0a/x-large.jpg,15,0,0,Double bedroom,Up to 2 people,3-bedroom apartment,2 bathrooms,450,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/428281,False,False,False,True,True,0,1,False,False,2,1,0,0,Fortnightly,Some included,Moderate,Equal to first rent,€75/month,None,90 nights,Unknown,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,False,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Bright double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/b81659868eb862122f35553a33b7940a08028951522ac5b93d44bcef28e89f3d/x-large.jpg,15,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,625,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429476,True,False,False,True,True,0,0,True,True,2,1,0,1,Fortnightly,Included,Moderate,€937,,Weekly,90 nights,Picoas,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Great double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/96276d9f08459f36d6c8db8fae470af872f5b59a2ab919202e93da431af928db/x-large.jpg,6,0,0,Double bedroom,Private bathroom,Up to 2 people,4-bedroom apartment,750,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/427876,False,False,False,True,True,True,True,,,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,27 nights,Parque das Nações,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,True,True,True,True,,,,,,,,,,,True,False,True,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,"Multiple beds bedroom, with private bathroom, in 3-bedroom apartment",https://cdn-static-new.uniplaces.com/property-photos/c76f8b92675a407d5a34724ba5bd423f3887bd29d4e8a097fdf744812d5f430c/x-large.jpg,7,0,0,Twin bedroom,Private bathroom,Up to 2 people,4-bedroom apartment,750,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/427860,False,False,False,,True,True,True,,True,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,True,False,True,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,"Wonderful double bedroom in a student flat, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/d43265e15702350579c558f95a4b4e4014515a963734c229cb26b78d5fc93937/x-large.jpg,12,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,640,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429480,True,False,False,True,True,True,0,True,True,2,False,False,1,Fortnightly,Included,Moderate,€960,,Weekly,90 nights,Picoas,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Snug double bedroom in well-linked Picoas,https://cdn-static-new.uniplaces.com/property-photos/7d20a441ad008352c92ce17ab5e9abb000922208e17e2dc5b9e04eb2cb7f29ca/x-large.jpg,13,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,640,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429474,True,False,False,True,True,True,0,True,True,2,False,False,1,Fortnightly,Included,Moderate,€960,,Weekly,90 nights,Picoas,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Attractive double bedroom in Picoas,https://cdn-static-new.uniplaces.com/property-photos/809bdedc58e3217c292091d5b0d8e9b75ced9539cb91905fc894449005a91391/x-large.jpg,14,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,640,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429473,True,False,False,True,True,0,0,True,True,2,1,0,1,Fortnightly,Included,Moderate,€960,,Weekly,90 nights,Picoas,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,"Elegant double bedroom with a balcony, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/0e42e75a13cdaefdccc9ef974bb06dda7140ef0e7e8932e2a5099de14541d483/x-large.jpg,14,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429478,True,False,False,True,True,True,0,True,True,2,False,False,1,Fortnightly,Included,Moderate,€975,,Weekly,90 nights,Picoas,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Cute double bedroom in trendy Picoas,https://cdn-static-new.uniplaces.com/property-photos/13bd4a6efc1325968ff9100af67bdfb6bf2b8e09c96139c3ba9dfb9ea7292904/x-large.jpg,14,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429477,True,False,False,True,True,True,0,True,True,2,False,False,1,Fortnightly,Included,Moderate,€975,,Weekly,90 nights,Picoas,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,"Tasteful double bedroom with a balcony, in Picoas",https://cdn-static-new.uniplaces.com/property-photos/64809d6e373e62f32d22c21bfe364ebdfd6098c1a8ee68e0af49b2e926ebb81a/x-large.jpg,14,0,0,Double bedroom,1 person,6-bedroom apartment,2 bathrooms,650,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/429475,True,False,False,True,True,True,0,True,True,2,False,False,1,Fortnightly,Included,Moderate,€975,,Weekly,90 nights,Picoas,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Double bedroom in a 3-bedroom apartment near Intendente metro station,https://cdn-static-new.uniplaces.com/property-photos/58a0c2e17b58349280f2a6d288a4c9955d202b0bc305ae78cb2d20e4c405e23c/x-large.jpg,10,0,0,Double bedroom,1 person,3-bedroom apartment,1 Bathroom,300,EUR,Tue Feb 01 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/392400,False,False,False,True,False,False,0,True,True,2,False,False,1,Fortnightly,Some included,Moderate,Equal to first rent,,None,90 nights,Intendente,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,False,True,False,0.0,1.0,,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Snug twin bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/7580283a512e52c30ef49dea35b45ef80e84b3f99562ce76527ef21f0da1a4f6/x-large.jpg,12,0,0,Twin bedroom,Up to 2 people,3-bedroom apartment,1 Bathroom,600,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413876,False,False,False,,True,True,1,,,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Benfica,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,True,,,,1.0,,€28/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,"Admirable twin bedroom with a private bathroom, near the Benfica train station",https://cdn-static-new.uniplaces.com/property-photos/00598657b20d6babacfeb7aea8a2c8d37ca10995b47ccee03f40e60769e8cc20/x-large.jpg,9,0,0,Twin bedroom,Up to 2 people,3-bedroom apartment,1 Bathroom,700,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413875,False,False,False,,True,True,1,,,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Benfica,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,€28/one-time fee,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Ample triple bedroom near the Braço de Prata train station,https://cdn-static-new.uniplaces.com/property-photos/b60cdec5e85de2ce15e0d48aeb99434b3425b302730674583152c064a8445350/x-large.jpg,9,0,0,Multiple bedroom,Up to 3 people,3-bedroom apartment,1 Bathroom,1100,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413854,False,False,False,,True,True,1,,,0,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,1.0,1.0,,1.0,,,1.0,0.0,,,,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,,,,,,€42/one-time fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
904,Welcoming twin ensuite bedroom close to Parque das Nações,https://cdn-static-new.uniplaces.com/property-photos/0647f3e19594d3f595902db6f474966221017b7bdeb4720ab77c473b0f20df27/x-large.jpg,8,0,0,Twin bedroom,Private bathroom,Up to 2 people,3-bedroom apartment,950,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413853,False,False,False,,True,True,1,,,0,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,1.0,1.0,,1.0,,,1.0,0.0,,,,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,True,,,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Pleasant twin ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/a4c014644a84b7ad93263d4fbddcbf7b62712016619fe3e13b37962ac2cab829/x-large.jpg,7,0,0,Twin bedroom,Private bathroom,Up to 2 people,4-bedroom apartment,800,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413909,False,False,False,,True,True,True,,,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,True,True,True,True,,,,,,,,,,,True,,True,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Charming double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/e6411b46b78ad894bef54faa154b6b467bb257e9953f80b804a8bc00905e83a3/x-large.jpg,8,0,0,Double bedroom,Private bathroom,Up to 2 people,3-bedroom apartment,950,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413851,False,False,False,True,True,True,1,,,0,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,1.0,1.0,,1.0,,,1.0,0.0,,,,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Very cool double ensuite bedroom in Estrela,https://cdn-static-new.uniplaces.com/property-photos/3bcebb8817a60cde8ec5aca572797507a56c514c24d1f3938dde1abd22d8b1f4/x-large.jpg,10,0,0,Double bedroom,Private bathroom,Up to 2 people,2-bedroom apartment,850,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413903,False,False,False,True,True,True,True,,,True,False,False,True,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Estrela,,1.0,,1.0,,,,0.0,,,,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Homely double ensuite bedroom in Braço de Prata,https://cdn-static-new.uniplaces.com/property-photos/9a82fb00dbc96bc8e5954d2df0d0850a8425e70303c010fd806c9411c607ddbc/x-large.jpg,7,0,0,Double bedroom,Private bathroom,Up to 2 people,4-bedroom apartment,800,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413907,False,False,False,True,True,True,True,,,True,False,False,False,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Parque das Nações,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,True,True,True,True,,,,,,,,,,,True,False,True,,,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Neat double ensuite bedroom in Benfica,https://cdn-static-new.uniplaces.com/property-photos/8ecd1eba342e91222418756b579f4b3b83403ce0dd94cede8b09bd4bbe41f3f5/x-large.jpg,8,0,0,Double bedroom,Private bathroom,Up to 2 people,3-bedroom apartment,800,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/413874,False,False,False,True,True,True,1,,,1,False,False,0,Fortnightly,Included,Moderate,Equal to first rent,,Weekly,30 nights,Benfica,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,True,,1.0,,€28/one-time fee,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Bedroom with sofa bed in Parque das Nações,https://cdn-static-new.uniplaces.com/property-photos/a0e02bc86f0368146dca1ec37d437b71cc1cd3d7c295a6c386721e95e26ab632/x-large.jpg,9,0,0,Double bedroom,1 person,3-bedroom apartment,2 bathrooms,450,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/194544,False,False,False,True,True,1,2,True,True,2,0,1,1,Fortnightly,Some included,Moderate,Equal to first rent,,Not specified,90 nights,Parque das Nações,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,True,True,0.0,1.0,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Bedroom with sofa bed in 3-bedroom apartment,https://cdn-static-new.uniplaces.com/property-photos/8dc66c28a12b440b0b8af29a8db155afe14c49564687d7ad9b70ed0772798a22/x-large.jpg,9,0,0,Double bedroom,1 person,3-bedroom apartment,2 bathrooms,450,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/194543,False,False,False,True,True,1,2,True,True,2,0,1,1,Fortnightly,Some included,Moderate,Equal to first rent,,None,90 nights,Parque das Nações,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,False,False,0.0,1.0,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Elegant twin bedroom near Lisbon's main university campus,https://cdn-static-new.uniplaces.com/property-photos/4d88ce00da221f9aaa2940bdb160a92cdf4b025b80cce12a59f53102047eed9c/x-large.jpg,38,4,"<selenium.webdriver.remote.webelement.WebElement (session=""5c9b2c8b2d9aaf92b979720717073b45"", element=""5e10b110-5875-4961-935c-55a0ae256245"")>",Twin bedroom,Up to 2 people,5-bedroom apartment,2 bathrooms,600,EUR,Wed Jan 12 2022 00:00:00 GMT+0000,OnlineOnly,https://www.uniplaces.com/accommodation/lisbon/53005,False,False,False,,True,0,2,,,4,1,0,0,Fortnightly,Included,Moderate,Equal to first rent,,Daily,27 nights,Entrecampos,2.0,1.0,1.0,1.0,1.0,,,0.0,,,,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,2.0,1,True,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
