,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
845,Luminous single bedroom near Instituto Superior Técnico,14.0,4,Single bedroom,1,6,2,350.0,https://www.uniplaces.com/accommodation/lisbon/50323,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,75.0,12.0,0,0,1,0,0,0,0.0,0
846,"Relaxing single bedroom in Saldanha, close to Instituto Superior Técnico",21.0,5,Single bedroom,1,8,2,375.0,https://www.uniplaces.com/accommodation/lisbon/54647,0,0,1,1,1,0,1,3,0,0,0,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,120.0,12.0,0,0,1,0,0,0,0.0,0
847,Cheer single bedroom close to city center,12.0,5,Single bedroom,1,8,3,375.0,https://www.uniplaces.com/accommodation/lisbon/73146,0,0,0,0,0,0,0,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,0,0,0,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
848,Single bedroom close to Santos,8.0,2,Single bedroom,1,3,1,250.0,https://www.uniplaces.com/accommodation/lisbon/151821,0,0,1,1,1,0,0,0,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Lapa,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
849,"Cosy single bedroom with a balcony, in Olaias",2.0,0,Single bedroom,1,4,1,300.0,https://www.uniplaces.com/accommodation/lisbon/404374,0,0,1,1,1,0,0,0,0,0,1,Fortnightly,Included,0.0,Not specified,90.0,Olaias,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,0.0,0
850,Neat single bedroom in Arroios,22.0,3,Single bedroom,1,7,2,375.0,https://www.uniplaces.com/accommodation/lisbon/54379,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Not specified,27.0,Arroios,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50.0,0,120.0,12.0,0,0,1,0,0,0,0.0,0
851,"Excellent twin bedroom in a 8-bedroom apartment, in Anjos",7.0,0,Twin bedroom,2,8,4,550.0,https://www.uniplaces.com/accommodation/lisbon/433227,0,1,0,0,0,1,1,1,0,0,0,Fortnightly,Included,50.0,Not specified,27.0,Anjos,1,0,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,0,2,0,1,1,0.0,1
852,"Elegant double bedroom with a balcony, in Anjos",8.0,0,Double bedroom,1,8,4,550.0,https://www.uniplaces.com/accommodation/lisbon/433233,0,1,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Anjos,1,0,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,1,1,0.0,1
853,Appealing double bedroom near the Intendente metro,8.0,0,Double bedroom,2,8,4,550.0,https://www.uniplaces.com/accommodation/lisbon/433229,0,1,0,0,0,1,1,1,1,0,0,Fortnightly,Included,50.0,Not specified,27.0,Anjos,1,0,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,1,1,0.0,1
854,Comfortable twin bedroom in Anjos,7.0,0,Twin bedroom,2,8,4,550.0,https://www.uniplaces.com/accommodation/lisbon/433079,0,1,0,0,0,1,1,1,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Anjos,1,0,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,0,2,0,1,1,0.0,1
855,Single Bedroom in 4-room apartment in Odivelas,46.0,0,Single bedroom,1,4,1,295.0,https://www.uniplaces.com/accommodation/lisbon/271666,0,0,1,1,2,0,0,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Unknown,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,0,1,0,0,50.0,0,,,0,1,1,0,0,0,0.0,0
856,Single Bedroom in 4-room apartment,48.0,0,Single bedroom,1,4,1,295.0,https://www.uniplaces.com/accommodation/lisbon/271665,0,0,1,1,2,0,0,1,0,0,0,Monthly,Included,0.0,Not specified,28.0,Unknown,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,0,1,0,0,50.0,0,,,0,1,1,0,0,0,0.0,0
857,Modern single bedroom ensuite with a balcony,11.0,0,Single bedroom,1,6,2,450.0,https://www.uniplaces.com/accommodation/lisbon/251010,1,0,1,1,1,0,0,1,0,1,1,Fortnightly,Included,0.0,Weekly,27.0,Lumiar,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0,0,1,0,0,0,0.0,1
858,Welcoming double bedroom in Saldanha,33.0,5,Double bedroom,1,20,5,425.0,https://www.uniplaces.com/accommodation/lisbon/131079,0,0,1,1,1,1,1,1,0,0,0,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,1,1,0,2,2,2,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,50.0,0,400.0,,0,0,0,1,0,0,0.0,0
859,Charming Double Bedroom in Tercena,13.0,0,Double bedroom,1,6,2,260.0,https://www.uniplaces.com/accommodation/lisbon/83144,0,0,1,0,2,0,0,3,1,0,0,Fortnightly,Some included,0.0,Monthly,90.0,Unknown,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,25.0,0,,,0,1,0,1,0,0,0.0,0
860,Alluring single bedroom near Fonte Luminosa,41.0,0,Single bedroom,1,7,2,330.0,https://www.uniplaces.com/accommodation/lisbon/331502,0,0,0,1,1,1,1,0,0,0,0,Monthly,Included,0.0,Not specified,28.0,Arroios,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
861,Nice bedroom near Olivais metro station,8.0,0,Single bedroom,1,3,1,400.0,https://www.uniplaces.com/accommodation/lisbon/427372,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Some included,0.0,Not specified,180.0,Olivais,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,0,,,0,0,1,0,0,0,400.0,1
862,Lovely double bedroom near Tagus Park,23.0,4,Double bedroom,1,2,1,400.0,https://www.uniplaces.com/accommodation/lisbon/11076,0,1,1,0,2,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Unknown,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,85.0,16.0,0,1,0,1,1,1,0.0,1
863,Lovely double bedroom near Tagus Park,23.0,4,Double bedroom,1,2,1,400.0,https://www.uniplaces.com/accommodation/lisbon/11076,0,1,1,0,2,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Unknown,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,0,85.0,16.0,0,1,0,1,1,1,0.0,1
864,Cosy twin bedroom close to Anjos metro,9.0,0,Twin bedroom,2,4,1,500.0,https://www.uniplaces.com/accommodation/lisbon/266670,0,1,0,0,1,0,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,60.0,Anjos,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,2,0,0,0,0.0,1
865,"Double bedroom, with balcony, in 2-bedroom apartment",8.0,0,Double bedroom,1,2,1,400.0,https://www.uniplaces.com/accommodation/lisbon/245765,0,0,1,1,1,0,0,2,1,0,1,Fortnightly,Some included,0.0,Not specified,27.0,Unknown,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0.0,0,,,0,1,0,1,0,0,0.0,1
866,Homely single bedroom in Arroios,5.0,0,Single bedroom,1,3,1,500.0,https://www.uniplaces.com/accommodation/lisbon/170665,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Included,0.0,Not specified,90.0,Arroios,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,0.0,1
867,Comfy single bedroom in Arroios,13.0,5,Single bedroom,1,6,2,375.0,https://www.uniplaces.com/accommodation/lisbon/50324,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Arroios,1,1,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,50.0,0,75.0,12.0,0,0,1,0,0,0,0.0,0
868,Single bedroom close to Alameda metro station,34.0,2,Single bedroom,1,6,2,375.0,https://www.uniplaces.com/accommodation/lisbon/305751,0,0,1,1,1,0,0,0,0,0,0,Monthly,Included,0.0,Not specified,28.0,Arroios,1,0,0,0,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,50.0,0,,,0,0,1,0,0,0,0.0,0
869,"Single bedroom in Alvalade, near Cidade Universitária",26.0,0,Single bedroom,1,4,2,600.0,https://www.uniplaces.com/accommodation/lisbon/81860,0,0,1,0,2,0,0,4,1,1,2,Fortnightly,Not included,0.0,Not specified,27.0,Alvalade,1,1,0,0,1,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0.0,0,126.0,,0,1,1,0,1,1,0.0,1
870,Homely single bedroom in classic Estrela neighbourhood,12.0,0,Single bedroom,1,2,1,390.0,https://www.uniplaces.com/accommodation/lisbon/436197,1,0,1,0,1,0,0,3,1,0,0,Fortnightly,Included,0.0,Not specified,60.0,Estrela,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.0,0,,,0,1,1,0,0,0,0.0,0
871,Bright double bedroom close to Parque da Paz train station,6.0,0,Double bedroom,1,3,1,360.0,https://www.uniplaces.com/accommodation/lisbon/431996,0,0,0,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,30.0,Almada,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,1,1,0.0,1
872,Airy double bedroom in Saldanha,22.0,5,Double bedroom,1,20,5,450.0,https://www.uniplaces.com/accommodation/lisbon/130095,0,0,1,1,1,1,1,1,0,0,1,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,50.0,0,400.0,,0,0,0,1,0,0,0.0,0
873,Shiny single bedroom close to Alvalade metro station,8.0,0,Single bedroom,1,2,1,550.0,https://www.uniplaces.com/accommodation/lisbon/429786,0,1,0,0,1,0,0,3,1,0,1,Monthly,Some included,0.0,Not specified,30.0,Alvalade,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,0,1,0,0,0.0,0,,,0,1,1,0,1,1,-500.0,1
874,"Single bedroom in a 3-bedroom family house, close to the sea, in Costa da Caparica",8.0,0,Single bedroom,1,3,2,400.0,https://www.uniplaces.com/accommodation/lisbon/431073,0,0,1,1,0,0,0,0,0,0,0,Fortnightly,Included,0.0,Not specified,180.0,Unknown,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0.0,0,,,0,0,1,0,1,0,0.0,1
875,Charming single bedroom close to Universidade de Lisboa,13.0,5,Single bedroom,1,4,1,350.0,https://www.uniplaces.com/accommodation/lisbon/22886,1,0,1,0,1,0,0,2,0,0,0,Fortnightly,Included,0.0,Weekly,90.0,Entrecampos,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,12.0,,0,1,1,0,0,0,0.0,0
876,Pleasant double bedroom near Instituto Superior Técnico,50.0,4,Single bedroom,1,5,3,500.0,https://www.uniplaces.com/accommodation/lisbon/164433,0,0,1,1,1,1,1,3,0,0,0,Fortnightly,Included,0.0,Weekly,120.0,Roma-Areeiro,1,1,0,0,0,1,1,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0.0,0,,,0,0,1,0,0,0,0.0,1
877,Nice double bedroom close to Cova da Piedade train station,7.0,0,Double bedroom,1,3,1,380.0,https://www.uniplaces.com/accommodation/lisbon/431995,0,0,0,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Not specified,30.0,Almada,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,,,0,0,0,1,1,1,0.0,1
878,Really cool double bedroom in Picoas,15.0,0,Double bedroom,1,6,2,575.0,https://www.uniplaces.com/accommodation/lisbon/429486,1,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,0.0,Not specified,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,,9.0,0,1,0,1,0,0,287.0,1
879,Room 312 for two with A / C in a quiet and central area. Bed linen & WIFI included,8.0,0,Twin bedroom,2,6,3,550.0,https://www.uniplaces.com/accommodation/lisbon/354478,0,0,1,1,1,1,1,2,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Entrecampos,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0,180.0,,0,0,2,0,0,1,0.0,1
880,Spectacular double bedroom close to Alameda (Penha de França),20.0,0,Double bedroom,2,5,2,500.0,https://www.uniplaces.com/accommodation/lisbon/252251,0,1,0,0,1,0,1,2,1,0,0,Fortnightly,Included,0.0,Not specified,60.0,Penha de França,1,0,0,0,0,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
881,Double Bedroom in Villa near Beach and Garden,11.0,0,Double bedroom,2,5,3,500.0,https://www.uniplaces.com/accommodation/lisbon/87081,1,0,1,0,1,1,1,3,1,0,0,Fortnightly,Some included,0.0,Not specified,90.0,Estoril,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0,0,300.0,,0,1,0,1,0,0,0.0,1
882,Nice double bedroom in Estoril,11.0,0,Double bedroom,2,5,3,500.0,https://www.uniplaces.com/accommodation/lisbon/87082,1,0,1,0,1,1,1,3,1,0,0,Fortnightly,Some included,0.0,Not specified,90.0,Estoril,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0.0,0,300.0,,0,1,0,1,0,0,0.0,1
883,Quarto com casa de banho privativa junto do Instituto Superior Técnico,18.0,0,Double bedroom,2,3,1,500.0,https://www.uniplaces.com/accommodation/lisbon/400053,1,0,1,0,2,1,1,1,0,0,0,Fortnightly,Some included,0.0,Not specified,90.0,Penha de França,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,,,1,1,0,1,0,0,0.0,1
884,Comfy single bedroom close to IST,7.0,0,Single bedroom,1,5,2,400.0,https://www.uniplaces.com/accommodation/lisbon/421499,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Included,0.0,Monthly,90.0,Alameda,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,1,1,0.0,0
885,Nice double ensuite bedroom in a 6-bedroom house in sunny Estoril,9.0,0,Double bedroom,2,6,1,470.0,https://www.uniplaces.com/accommodation/lisbon/436593,1,0,1,0,0,0,0,3,1,0,0,Fortnightly,Included,150.0,Not specified,90.0,Estoril,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0.0,0,280.0,,1,1,0,1,0,0,0.0,0
886,Quato de casal nas Amoreiras,11.0,0,Double bedroom,2,7,2,550.0,https://www.uniplaces.com/accommodation/lisbon/237915,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Unknown,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,,,0,1,0,1,0,0,0.0,1
887,Quarto Twin - Campolide/Amoreiras,26.0,0,Twin bedroom,2,7,2,550.0,https://www.uniplaces.com/accommodation/lisbon/156259,0,0,1,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Daily,27.0,Unknown,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.0,0,,,0,1,2,0,0,0,0.0,1
888,Appealing single bedroom near IST,11.0,0,Single bedroom,1,10,3,420.0,https://www.uniplaces.com/accommodation/lisbon/430196,0,0,1,1,1,0,1,0,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,São Sebastião,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,0,0,0.0,0
889,"Sublime single bedroom in a 10-bedroom flat, near Faculdade de Ciências Sociais e Humanas",11.0,0,Single bedroom,1,10,3,420.0,https://www.uniplaces.com/accommodation/lisbon/430176,0,0,1,1,1,0,1,0,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,São Sebastião,1,1,0,0,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,0,0,0.0,0
890,Pleasant double bedroom in Odivelas,15.0,0,Double bedroom,2,3,2,450.0,https://www.uniplaces.com/accommodation/lisbon/428281,0,0,1,0,1,0,0,2,1,0,0,Fortnightly,Some included,75.0,Not specified,90.0,Unknown,1,1,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.0,0,,,0,1,0,1,0,0,0.0,1
891,Bright double bedroom in Picoas,15.0,0,Double bedroom,1,6,2,625.0,https://www.uniplaces.com/accommodation/lisbon/429476,1,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,,10.0,0,1,0,1,0,0,312.0,1
892,Great double ensuite bedroom in Braço de Prata,6.0,0,Double bedroom,2,4,0,750.0,https://www.uniplaces.com/accommodation/lisbon/427876,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Parque das Nações,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,12.0,,1,0,0,1,0,0,0.0,1
893,"Multiple beds bedroom, with private bathroom, in 3-bedroom apartment",7.0,0,Twin bedroom,2,4,0,750.0,https://www.uniplaces.com/accommodation/lisbon/427860,0,0,1,1,1,0,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,30.0,Parque das Nações,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.0,0,12.0,,1,0,2,0,0,0,0.0,1
894,"Wonderful double bedroom in a student flat, in Picoas",12.0,0,Double bedroom,1,6,2,640.0,https://www.uniplaces.com/accommodation/lisbon/429480,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,,15.0,0,0,0,1,0,0,320.0,1
895,Snug double bedroom in well-linked Picoas,13.0,0,Double bedroom,1,6,2,640.0,https://www.uniplaces.com/accommodation/lisbon/429474,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,,10.0,0,0,0,1,0,0,320.0,1
896,Attractive double bedroom in Picoas,14.0,0,Double bedroom,1,6,2,640.0,https://www.uniplaces.com/accommodation/lisbon/429473,1,0,1,0,0,1,1,2,1,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0,0,,15.0,0,1,0,1,0,0,320.0,1
897,"Elegant double bedroom with a balcony, in Picoas",14.0,0,Double bedroom,1,6,2,650.0,https://www.uniplaces.com/accommodation/lisbon/429478,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,,15.0,0,0,0,1,0,0,325.0,1
898,Cute double bedroom in trendy Picoas,14.0,0,Double bedroom,1,6,2,650.0,https://www.uniplaces.com/accommodation/lisbon/429477,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,,15.0,0,0,0,1,0,0,325.0,1
899,"Tasteful double bedroom with a balcony, in Picoas",14.0,0,Double bedroom,1,6,2,650.0,https://www.uniplaces.com/accommodation/lisbon/429475,1,0,1,1,0,1,1,2,0,0,1,Fortnightly,Included,0.0,Weekly,90.0,Picoas,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0,,15.0,0,0,0,1,0,0,325.0,1
900,Double bedroom in a 3-bedroom apartment near Intendente metro station,10.0,0,Double bedroom,1,3,1,300.0,https://www.uniplaces.com/accommodation/lisbon/392400,0,0,0,0,0,1,1,2,0,0,1,Fortnightly,Some included,0.0,Not specified,90.0,Intendente,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0.0,0,,,0,0,0,1,1,1,0.0,0
901,Snug twin bedroom in Benfica,12.0,0,Twin bedroom,2,3,2,600.0,https://www.uniplaces.com/accommodation/lisbon/413876,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,30.0,Benfica,1,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,28.0,0,,16.0,0,0,2,0,0,0,0.0,1
902,"Admirable twin bedroom with a private bathroom, near the Benfica train station",9.0,0,Twin bedroom,2,3,2,700.0,https://www.uniplaces.com/accommodation/lisbon/413875,0,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,30.0,Benfica,1,0,0,1,1,0,1,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,28.0,0,,16.0,0,0,2,0,0,0,0.0,1
