,title,n_thumbnails,rating,type,n_people,n_bedrooms,n_bathrooms,price,url,allows_Occasional overnight guests,allows_Smoking,Wardrobe,Desk,Chairs,Towels,Bed linen,Window,Sofa,Sofa bed,Balcony,Contract,Bills,Extra per tenant,Cleaning Frequency,min_stay_nights,neighboorhood,Wi-Fi,Cable Tv,Central heating,Air conditioning,Outdoor area,Towels & bed linen,Elevator,Accessibility,Toilet,Sink,Shower,Bathtub,Fridge,Freezer,Stove,Oven,Microwave,Washing machine,Dishes & cutlery,Pots & pans,Coffee table,Table,Tv,Chest of drawers,Door lock,Dryer,Dishwasher,one_time_fee,Enclosed balcony,Floor_plan_m2,Bedroom_area_m2,has_private_bathroom,n_living_rooms,n_single_beds,n_double_beds,landlord_lives_here,has_tenant_restrictions,deposit_minus_price,available_immediately
491,Spacious double bedroom close to Martim Moniz metro station,23.0,3,Double bedroom,2,0,2,800.0,https://www.uniplaces.com/accommodation/lisbon/32724,0,1,1,0,0,1,1,2,1,0,0,Fortnightly,Included,0.0,Daily,27.0,Martim Moniz,1,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,210.0,12.0,0,0,0,1,0,0,0.0,1
492,Pleasant twin bedroom near Rossio metro station,24.0,3,Twin bedroom,2,0,2,800.0,https://www.uniplaces.com/accommodation/lisbon/32729,0,1,0,0,0,1,1,2,0,0,0,Fortnightly,Included,0.0,Daily,27.0,Martim Moniz,1,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,210.0,11.0,0,0,2,0,0,0,0.0,1
493,Bright double bedroom next to Rossio metro station,23.0,3,Double bedroom,2,0,2,800.0,https://www.uniplaces.com/accommodation/lisbon/32723,0,1,1,0,0,1,1,2,1,0,0,Fortnightly,Included,0.0,Daily,27.0,Martim Moniz,1,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,210.0,15.0,0,0,0,1,0,0,0.0,1
494,Enjoyable single bedroom next to Instituto Superior de Agronomia,11.0,0,Single bedroom,1,6,1,385.0,https://www.uniplaces.com/accommodation/lisbon/91462,1,0,0,0,1,0,0,0,0,0,1,Monthly,Included,0.0,Weekly,118.0,Alcântara,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
495,Neat double bedroom not far from Instituto Superior de Agronomia,14.0,5,Double bedroom,2,6,2,426.0,https://www.uniplaces.com/accommodation/lisbon/55704,0,0,1,1,0,1,1,1,0,0,0,Fortnightly,Included,90.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0,10.0,17.0,0,0,0,1,0,0,200.0,0
496,Cozy single bedroom near Intendente metro station,28.0,0,Single bedroom,1,8,2,403.0,https://www.uniplaces.com/accommodation/lisbon/408047,0,0,1,1,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,140.0,Anjos,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
497,Inviting Double bedroom next to transportation links,12.0,0,Double bedroom,2,7,2,437.0,https://www.uniplaces.com/accommodation/lisbon/69995,1,0,0,0,1,0,0,4,1,0,0,Monthly,Included,100.0,Weekly,145.0,Alameda,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0,100.0,15.0,0,1,0,1,0,0,200.0,0
498,Very nice single bedroom in Caparica,47.0,0,Single bedroom,1,3,1,295.0,https://www.uniplaces.com/accommodation/lisbon/122406,0,0,1,0,1,1,1,1,1,0,0,Fortnightly,Some included,0.0,Not specified,27.0,Caparica,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0.0,0,,,0,1,1,0,0,1,0.0,1
499,Pleasant double bedroom near the Alameda metro,16.0,0,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/27804,0,0,1,0,1,0,0,3,1,0,0,Monthly,Included,90.0,Weekly,145.0,Alameda,1,0,0,0,1,0,0,0,2,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
500,"Charming single bedroom in a large student apartment, in Saldanha",17.0,5,Single bedroom,1,10,3,510.0,https://www.uniplaces.com/accommodation/lisbon/78899,0,0,1,1,1,0,0,4,1,0,0,Monthly,Included,0.0,Weekly,27.0,Saldanha,1,0,0,0,0,1,0,0,3,3,3,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,100.0,0,,9.0,0,1,1,0,0,0,0.0,0
501,Bright and spacious double bedroom in Alvalade,16.0,5,Double bedroom,1,4,2,540.0,https://www.uniplaces.com/accommodation/lisbon/68799,0,0,1,0,2,1,1,2,1,0,0,Fortnightly,Included,0.0,Weekly,180.0,Unknown,1,1,0,0,1,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,,,0,1,0,1,0,1,0.0,0
502,Well-located double bedroom in Rato,15.0,0,Double bedroom,2,0,2,426.0,https://www.uniplaces.com/accommodation/lisbon/57909,0,0,0,0,0,0,0,2,1,0,1,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
503,Comfortable double bedroom in Rato,13.0,0,Double bedroom,2,0,2,426.0,https://www.uniplaces.com/accommodation/lisbon/57908,0,0,0,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
504,Striking single bedroom next to Instituto Superior de Agronomia,12.0,0,Single bedroom,1,6,1,390.0,https://www.uniplaces.com/accommodation/lisbon/91463,1,0,0,0,1,0,0,0,0,0,1,Monthly,Included,0.0,Weekly,90.0,Alcântara,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
505,Nice single bedroom close to Alcântara-Terra train station,11.0,0,Single bedroom,1,6,1,390.0,https://www.uniplaces.com/accommodation/lisbon/91438,1,0,0,0,1,0,0,0,0,0,1,Monthly,Included,0.0,Weekly,90.0,Alcântara,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
506,"Enjoyable single bedroom in a student flat, in Benfica",11.0,3,Single bedroom,1,9,2,385.0,https://www.uniplaces.com/accommodation/lisbon/281785,1,0,1,1,1,0,0,0,0,0,1,Monthly,Included,0.0,Weekly,27.0,Benfica,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
507,Enjoyable double bedroom in Estrela,11.0,0,Double bedroom,2,6,2,431.0,https://www.uniplaces.com/accommodation/lisbon/252469,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,100.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
508,Charming double bedroom near Alameda metro station,13.0,0,Double bedroom,2,7,2,436.0,https://www.uniplaces.com/accommodation/lisbon/309854,1,0,1,0,1,0,0,2,0,0,1,Monthly,Included,90.0,Weekly,27.0,Alameda,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
509,Quarto de solteiro nas Amoreiras,11.0,0,Single bedroom,1,7,2,300.0,https://www.uniplaces.com/accommodation/lisbon/237916,0,0,0,0,1,1,1,3,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Unknown,1,1,0,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0.0,0,,,0,1,1,0,0,0,0.0,1
510,Comfy double bedroom in Rio de Mouro,19.0,0,Double bedroom,1,5,2,300.0,https://www.uniplaces.com/accommodation/lisbon/271089,0,0,1,0,2,0,0,1,1,0,0,Fortnightly,Included,0.0,Not specified,27.0,Unknown,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,,,0,1,0,1,0,1,0.0,1
511,"Homey single bedroom in a 5-bedroom flat, in Arroios",38.0,0,Single bedroom,1,5,2,485.0,https://www.uniplaces.com/accommodation/lisbon/169843,0,0,1,0,1,1,1,4,1,0,2,Fortnightly,Some included,0.0,Weekly,27.0,Arroios,1,1,1,1,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0,0,,,0,1,1,0,0,0,0.0,0
512,"Double bedroom in 7-bedroom apartment in Arroios, near Anjos metro station",16.0,0,Double bedroom,2,7,3,403.0,https://www.uniplaces.com/accommodation/lisbon/1585,1,0,0,0,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,28.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
513,Double room in 7-bedroom apartment near Instituto Superior Técnico - 1 month free,16.0,0,Double bedroom,2,7,3,403.0,https://www.uniplaces.com/accommodation/lisbon/1590,1,0,0,0,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,28.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
514,Bright double bedroom close to Rato metro station,15.0,0,Double bedroom,2,0,2,431.0,https://www.uniplaces.com/accommodation/lisbon/57913,0,0,0,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
515,Single bedroom in a 7-bedroom flat in Rato,10.0,4,Single bedroom,1,7,2,431.0,https://www.uniplaces.com/accommodation/lisbon/58531,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,118.0,Rato,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
516,Luminous double bedroom in Estrela,12.0,0,Double bedroom,2,6,2,442.0,https://www.uniplaces.com/accommodation/lisbon/252467,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,100.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
517,Double room near Instituto Superior de Engenharia,11.0,5,Double bedroom,2,5,3,420.0,https://www.uniplaces.com/accommodation/lisbon/83777,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,100.0,Weekly,27.0,Unknown,1,1,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0,100.0,,0,1,0,1,0,1,0.0,0
518,Single Bedroom in Nossa Senhora de Fátima,19.0,3,Single bedroom,1,7,2,320.0,https://www.uniplaces.com/accommodation/lisbon/553,1,0,1,1,1,0,0,2,0,0,1,Fortnightly,Some included,0.0,Weekly,27.0,São Sebastião,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,200.0,,0,0,1,0,0,1,0.0,1
519,Friendly single bedroom close to Instituto Superior Técnico,16.0,4,Single bedroom,1,4,1,408.0,https://www.uniplaces.com/accommodation/lisbon/28296,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Weekly,145.0,Arroios,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,60.0,12.0,0,0,1,0,0,0,200.0,0
520,Very nice double bedroom in beautiful São Bento,28.0,0,Double bedroom,1,9,3,400.0,https://www.uniplaces.com/accommodation/lisbon/145388,0,1,1,1,3,1,1,5,2,0,2,Fortnightly,Included,0.0,Weekly,27.0,São Bento,1,1,0,0,0,1,0,0,3,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0.0,0,,16.0,0,2,0,1,0,0,0.0,0
521,Good-looking single ensuite bedroom in Areeiro,23.0,5,Single bedroom,1,5,1,550.0,https://www.uniplaces.com/accommodation/lisbon/51771,0,0,1,0,2,1,1,3,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Roma-Areeiro,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,0,90.0,,1,1,1,0,0,0,0.0,0
522,"Double bedroom in Rato, close to Instituto Superior de Comunicação Empresarial",16.0,0,Double bedroom,2,0,2,437.0,https://www.uniplaces.com/accommodation/lisbon/57910,0,0,0,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
523,Comfortable single bedroom with independent access in classic São Bento,9.0,0,Single bedroom,2,4,1,386.0,https://www.uniplaces.com/accommodation/lisbon/58436,1,0,0,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,São Bento,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
524,"Single bedroom, with private bathroom, in 3-bedroom apartment",8.0,0,Single bedroom,1,3,0,420.0,https://www.uniplaces.com/accommodation/lisbon/59609,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Estoril,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,1,0,1,0,1,1,0.0,0
525,Large double bedroom close to FCTUNL,2.0,0,Double bedroom,2,8,3,400.0,https://www.uniplaces.com/accommodation/lisbon/260937,1,1,0,0,0,1,1,1,0,0,0,Fortnightly,Included,100.0,Daily,27.0,Unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
526,Spacious double ensuite bedroom in São Bento,10.0,0,Double bedroom,2,7,2,387.0,https://www.uniplaces.com/accommodation/lisbon/269109,0,0,1,0,0,0,0,0,0,0,0,Monthly,Included,90.0,Weekly,27.0,São Bento,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,,,1,0,0,1,0,0,433.0,0
527,Single Room Arroios near metro,8.0,5,Single bedroom,1,4,1,300.0,https://www.uniplaces.com/accommodation/lisbon/229014,0,0,1,1,1,0,1,2,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,1,0,0.0,1
528,Double room in 7-bedroom apartment near Instituto Superior Técnico - 1 month free,16.0,0,Double bedroom,2,7,3,403.0,https://www.uniplaces.com/accommodation/lisbon/1590,1,0,0,0,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,28.0,Arroios,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
529,"Homey single bedroom in a 5-bedroom flat, in Arroios",38.0,0,Single bedroom,1,5,2,485.0,https://www.uniplaces.com/accommodation/lisbon/169843,0,0,1,0,1,1,1,4,1,0,2,Fortnightly,Some included,0.0,Weekly,27.0,Arroios,1,1,1,1,1,1,0,0,2,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0,0,,,0,1,1,0,0,0,0.0,0
530,Bright double bedroom close to Rato metro station,15.0,0,Double bedroom,2,0,2,431.0,https://www.uniplaces.com/accommodation/lisbon/57913,0,0,0,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
531,Single bedroom in a 7-bedroom flat in Rato,10.0,4,Single bedroom,1,7,2,431.0,https://www.uniplaces.com/accommodation/lisbon/58531,1,0,0,0,1,0,0,3,0,0,1,Monthly,Included,0.0,Weekly,118.0,Rato,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0,,,0,0,1,0,0,0,200.0,0
532,Single Bedroom in Nossa Senhora de Fátima,19.0,3,Single bedroom,1,7,2,320.0,https://www.uniplaces.com/accommodation/lisbon/553,1,0,1,1,1,0,0,2,0,0,1,Fortnightly,Some included,0.0,Weekly,27.0,São Sebastião,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,200.0,,0,0,1,0,0,1,0.0,1
533,Luminous double bedroom in Estrela,12.0,0,Double bedroom,2,6,2,442.0,https://www.uniplaces.com/accommodation/lisbon/252467,0,0,1,1,1,0,0,1,0,0,0,Monthly,Included,100.0,Weekly,118.0,Estrela,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
534,Double room near Instituto Superior de Engenharia,11.0,5,Double bedroom,2,5,3,420.0,https://www.uniplaces.com/accommodation/lisbon/83777,0,0,1,0,1,0,0,1,1,0,0,Fortnightly,Included,100.0,Weekly,27.0,Unknown,1,1,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0.0,0,100.0,,0,1,0,1,0,1,0.0,0
535,Friendly single bedroom close to Instituto Superior Técnico,16.0,4,Single bedroom,1,4,1,408.0,https://www.uniplaces.com/accommodation/lisbon/28296,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Weekly,145.0,Arroios,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,60.0,12.0,0,0,1,0,0,0,200.0,0
536,Very nice double bedroom in beautiful São Bento,28.0,0,Double bedroom,1,9,3,400.0,https://www.uniplaces.com/accommodation/lisbon/145388,0,1,1,1,3,1,1,5,2,0,2,Fortnightly,Included,0.0,Weekly,27.0,São Bento,1,1,0,0,0,1,0,0,3,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0.0,0,,16.0,0,2,0,1,0,0,0.0,0
537,Large double bedroom close to FCTUNL,2.0,0,Double bedroom,2,8,3,400.0,https://www.uniplaces.com/accommodation/lisbon/260937,1,1,0,0,0,1,1,1,0,0,0,Fortnightly,Included,100.0,Daily,27.0,Unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,,,0,0,0,1,0,0,0.0,1
538,Good-looking single ensuite bedroom in Areeiro,23.0,5,Single bedroom,1,5,1,550.0,https://www.uniplaces.com/accommodation/lisbon/51771,0,0,1,0,2,1,1,3,1,0,0,Fortnightly,Included,0.0,Weekly,27.0,Roma-Areeiro,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,0,90.0,,1,1,1,0,0,0,0.0,0
539,"Double bedroom in Rato, close to Instituto Superior de Comunicação Empresarial",16.0,0,Double bedroom,2,0,2,437.0,https://www.uniplaces.com/accommodation/lisbon/57910,0,0,0,0,0,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,118.0,Rato,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,1,0,1,0,0,200.0,0
540,Comfortable single bedroom with independent access in classic São Bento,9.0,0,Single bedroom,2,4,1,386.0,https://www.uniplaces.com/accommodation/lisbon/58436,1,0,0,1,1,0,0,1,0,0,0,Monthly,Included,90.0,Weekly,118.0,São Bento,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,,,0,0,1,0,0,0,200.0,0
541,Single Room Arroios near metro,8.0,5,Single bedroom,1,4,1,300.0,https://www.uniplaces.com/accommodation/lisbon/229014,0,0,1,1,1,0,1,2,0,0,0,Fortnightly,Included,0.0,Not specified,27.0,Arroios,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0.0,0,,,0,0,1,0,1,0,0.0,1
542,"Single bedroom, with private bathroom, in 3-bedroom apartment",8.0,0,Single bedroom,1,3,0,420.0,https://www.uniplaces.com/accommodation/lisbon/59609,0,0,1,1,1,1,1,1,0,0,0,Fortnightly,Included,0.0,Weekly,27.0,Estoril,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,1,0,1,0,1,1,0.0,0
543,Spacious double ensuite bedroom in São Bento,10.0,0,Double bedroom,2,7,2,387.0,https://www.uniplaces.com/accommodation/lisbon/269109,0,0,1,0,0,0,0,0,0,0,0,Monthly,Included,90.0,Weekly,27.0,São Bento,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0,,,1,0,0,1,0,0,433.0,0
544,Charming double bedroom in the heart of Lisbon,9.0,2,Double bedroom,2,6,3,900.0,https://www.uniplaces.com/accommodation/lisbon/165258,0,0,1,0,2,1,1,1,0,1,0,Fortnightly,Included,50.0,Not specified,27.0,Baixa,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,170.0,,0,1,0,1,0,0,0.0,1
545,"Pleasant double bedroom in Baixa, near Baixa-Chiado metro station",8.0,3,Double bedroom,2,6,3,900.0,https://www.uniplaces.com/accommodation/lisbon/170795,0,0,1,0,2,1,1,1,0,1,0,Fortnightly,Included,0.0,Not specified,27.0,Baixa,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,170.0,,0,1,0,1,0,0,0.0,1
546,Homely double bedroom in in the heart of Lisbon,8.0,3,Double bedroom,2,6,3,900.0,https://www.uniplaces.com/accommodation/lisbon/170791,0,0,0,0,2,1,1,1,0,1,0,Fortnightly,Included,0.0,Not specified,27.0,Baixa,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,170.0,,0,1,0,1,0,0,0.0,1
547,Friendly double bedroom in in the heart of Lisbon,9.0,3,Double bedroom,2,6,3,900.0,https://www.uniplaces.com/accommodation/lisbon/170792,0,0,1,0,2,1,1,1,0,1,0,Fortnightly,Included,0.0,Not specified,27.0,Baixa,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,170.0,,0,1,0,1,0,0,0.0,1
548,Welcoming double bedroom in the heart of Lisbon,9.0,3,Single bedroom,2,6,3,900.0,https://www.uniplaces.com/accommodation/lisbon/170794,0,0,1,0,2,1,1,1,0,1,0,Fortnightly,Included,0.0,Not specified,27.0,Baixa,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,170.0,,0,1,1,0,0,0,0.0,1
549,Stylish double bedroom near Alameda metro station,12.0,0,Double bedroom,2,7,2,447.0,https://www.uniplaces.com/accommodation/lisbon/309855,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,27.0,Alameda,1,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,,,0,0,0,1,0,0,200.0,0
550,Double bedroom with a balcony near Escola Superior de Comunicação Social - 1 month free,8.0,0,Double bedroom,2,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/82407,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,80.0,Benfica,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
551,Classy double bedroom in Alameda,2.0,0,Double bedroom,1,1,1,600.0,https://www.uniplaces.com/accommodation/lisbon/423950,1,0,1,1,1,0,0,1,0,0,0,Fortnightly,Included,0.0,Weekly,90.0,Alameda,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0.0,0,,,0,0,0,1,1,1,0.0,1
552,Cool double bedroom close to Universidade Católica de Lisboa,9.0,0,Double bedroom,1,3,1,397.0,https://www.uniplaces.com/accommodation/lisbon/83003,0,0,1,1,1,0,0,2,0,0,0,Monthly,Included,0.0,Weekly,27.0,Benfica,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0,0,1,0,0,200.0,0
553,Single bedroom in a 7-bedroom flat in Saldanha,15.0,0,Single bedroom,1,7,2,482.0,https://www.uniplaces.com/accommodation/lisbon/42382,1,0,1,1,1,0,0,1,1,0,0,Monthly,Included,0.0,Weekly,145.0,Saldanha,1,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,,,0,1,1,0,0,0,200.0,0
554,Cool double bedroom near Arroios metro station,14.0,4,Double bedroom,2,4,1,414.0,https://www.uniplaces.com/accommodation/lisbon/28298,1,0,1,1,1,0,0,2,0,0,0,Monthly,Included,90.0,Weekly,145.0,Arroios,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,60.0,12.0,0,0,0,1,0,0,200.0,0
555,Double bedroom close to Instituto Superior Técnico,17.0,0,Double bedroom,1,5,2,380.0,https://www.uniplaces.com/accommodation/lisbon/163787,0,0,1,1,0,1,1,2,0,0,0,Fortnightly,Some included,0.0,Weekly,90.0,Roma-Areeiro,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0,,,0,0,0,1,0,0,0.0,0
556,Single bedroom in a 7-bedroom flat in Nossa Senhora de Fátima,22.0,3,Single bedroom,1,7,2,330.0,https://www.uniplaces.com/accommodation/lisbon/8107,1,0,1,1,1,0,0,2,0,0,1,Fortnightly,Some included,0.0,Weekly,27.0,São Sebastião,1,1,0,0,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0,0,200.0,,0,0,1,0,0,1,0.0,1
557,Comfortable double bedroom in Sete Rios,12.0,0,Double bedroom,1,4,2,550.0,https://www.uniplaces.com/accommodation/lisbon/159068,0,0,1,0,1,1,1,1,0,0,1,Fortnightly,Included,0.0,Not specified,27.0,Sete Rios,1,1,1,0,0,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0.0,0,,,0,0,0,1,1,0,0.0,1
